Dự án/ khu,Đường/Phố,Xã/ Phường/ Thị trấn,Quận/Huyện,Diện tích(m2),Giá (tỷ đồng),Số phòng ngủ,Số toilet,dudoan_RF,Mã quận huyện,Mã xã phường,Mã đường phố,Mã dự án
MHD Trung Văn,Tố Hữu,Trung Văn,Nam Từ Liêm,136.0,5.3,4.0,2.0,5.097399999999999,11,117,235,257
Vinhomes Smart City ,Không có,Tây Mỗ,Nam Từ Liêm,64.0,2.72,2.0,2.0,2.499407142857144,11,126,72,478
The Zenpark,Đông Dư,Dương Xá,Gia Lâm,41.2,1.75,1.0,1.0,1.713735547619048,3,17,277,423
The Sakura - Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,80.0,3.1,3.0,2.0,3.2317666666666662,11,126,72,414
Bình Minh Garden,Đức Giang,Đức Giang,Long Biên,94.0,2.9,2.0,2.0,3.0175849999999995,9,165,291,49
The Terra An Hưng,Không có,Dương Nội,Hà Đông,140.0,5.46,4.0,3.0,5.273083333333335,8,16,72,417
The Terra An Hưng,Không có,Dương Nội,Hà Đông,74.0,2.78,2.0,2.0,2.743932705211455,8,16,72,417
The Terra An Hưng,Không có,Dương Nội,Hà Đông,97.0,3.58,3.0,2.0,3.570235158730157,8,16,72,417
La Casta Văn Phú,Lê Trọng Tấn,Phú La,Hà Đông,78.0,2.75,2.0,2.0,2.809707142857143,8,77,93,241
Newhouse Xa La,Không có,Phúc La,Hà Đông,71.72,2.29,2.0,2.0,2.234999999999999,8,81,72,303
VP5 Linh Đàm,Nguyễn Duy Trinh,Hoàng Liệt,Hoàng Mai,60.7,1.95,2.0,2.0,2.0167438461538443,7,26,129,461
Đại Thanh,Không có,Tả Thanh Oai,Thanh Trì,77.0,1.74,3.0,2.0,1.8071400000000006,12,128,72,504
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,85.0,3.05,3.0,2.0,3.1248700000000036,9,95,52,245
La Casta Văn Phú,Lê Trọng Tấn,Phú La,Hà Đông,88.0,3.2,2.0,2.0,3.191666666666661,8,77,93,241
Eco City Việt Hưng,Không có,Giang Biên,Long Biên,68.0,2.09,2.0,2.0,2.0772166666666694,9,20,72,108
Riverside Garden,Vũ Tông Phan,Khương Đình,Thanh Xuân,53.0,2.3,2.0,1.0,2.2703690476190492,13,35,254,344
Eco Green City,Nguyễn Xiển,Tân Triều,Thanh Trì,68.0,2.5,2.0,2.0,2.4863432453295498,12,125,151,110
FLC Landmark Tower,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,159.0,3.8,3.0,2.0,4.417880000000006,11,59,98,124
Times City - Park Hill,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,95.0,4.5,2.0,2.0,4.555299999999996,4,131,112,433
A10-A14 Nam Trung Yên,Nguyễn Chánh,Yên Hòa,Cầu Giấy,62.0,2.05,2.0,1.0,2.1556500000000027,2,145,124,26
Eco Green City,Nguyễn Xiển,Tân Triều,Thanh Trì,79.0,2.945,2.0,2.0,2.7072267460317443,12,125,151,110
Riverside Garden,Vũ Tông Phan,Khương Đình,Thanh Xuân,83.0,3.6,3.0,2.0,3.6867333333333305,13,35,254,344
Mipec City View,Không có,Không có,Hà Đông,51.0,1.5,2.0,1.0,1.5635000000000006,8,30,72,264
An Bình Plaza,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,83.0,3.0,2.45452528837622,1.933083511777302,3.0343333333333335,11,59,206,29
Hope Residence,Chu Huy Mân,Phúc Đồng,Long Biên,57.0,1.7,2.0,1.0,2.053,9,83,15,178
Sky Park Residence,Tôn Thất Thuyết,Dịch Vọng Hậu,Cầu Giấy,98.0,4.9,2.0,2.0,4.744199999999995,2,19,233,359
A10-A14 Nam Trung Yên,Nguyễn Chánh,Yên Hòa,Cầu Giấy,55.0,2.15,2.0,1.0,2.1429333333333367,2,145,124,26
N03-T2 Ngoại Giao Đoàn,Không có,Xuân Đỉnh,Bắc Từ Liêm,87.0,4.0,2.45452528837622,1.933083511777302,4.2024,1,144,72,288
Home City - Trung Kính Complex,Trung Kính,Yên Hòa,Cầu Giấy,69.0,3.3,2.0,1.933083511777302,3.401000000000003,2,145,201,176
M3 - M4 Nguyễn Chí Thanh,Nguyễn Chí Thanh,Láng Hạ,Đống Đa,96.0,4.15,2.0,2.0,4.153099999999995,19,43,125,254
Feliz Homes,Không có,Hoàng Văn Thụ,Hoàng Mai,77.0,2.7,2.0,1.933083511777302,2.7461749999999983,7,27,72,125
Home City - Trung Kính Complex,Trung Kính,Yên Hòa,Cầu Giấy,71.0,3.3,2.0,2.0,3.1918333333333284,2,145,201,176
Eco City Việt Hưng,Không có,Giang Biên,Long Biên,72.0,2.25,2.0,2.0,2.2211499999999997,9,20,72,108
Home City - Trung Kính Complex,Trung Kính,Yên Hòa,Cầu Giấy,70.0,3.2,2.0,2.0,3.2832238095238084,2,145,201,176
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,31.0,0.89,1.0,1.0,0.8877475793650795,3,17,72,475
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,70.0,1.8,2.0,2.0,1.8887358454045955,3,17,72,475
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,80.0,2.3,3.0,2.0,2.303390881030735,3,17,72,475
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,47.0,1.2,1.0,1.0,1.2187997537185031,3,17,72,475
Vinhomes Ocean Park Gia Lâm,5,Dương Xá,Gia Lâm,60.0,1.47,2.0,1.0,1.5179664004051496,3,17,3,475
Đại Thanh,Không có,Tả Thanh Oai,Thanh Trì,45.5,1.0,1.0,1.0,1.2467500000000002,12,128,72,504
Riverside Garden,Vũ Tông Phan,Khương Đình,Thanh Xuân,85.0,3.6,3.0,2.0,3.6578333333333353,13,35,254,344
Imperia Garden,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,131.0,5.6,4.0,2.0,5.923500000000008,13,102,132,198
Ngõ 629,Giải Phóng,Giáp Bát,Hoàng Mai,50.0,1.4,2.0,1.0,1.3612566666666683,7,22,39,313
Vinhomes Smart City ,Không có,Tây Mỗ,Nam Từ Liêm,54.0,2.18,2.0,2.0,2.3028441666666692,11,126,72,478
Tây Hồ River View,Thượng Thụy,Phú Thượng,Tây Hồ,74.8,2.68,2.0,2.0,2.815550000000002,16,79,194,447
N02-T1 Ngoại Giao Đoàn,Không có,Xuân Đỉnh,Bắc Từ Liêm,90.0,3.9,3.0,2.0,4.161183333333332,1,144,72,284
Ngõ 151,Thái Hà,Trung Liệt,Đống Đa,60.0,1.51,3.0,2.0,2.070749999999999,19,114,191,307
Hapulico Complex,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,128.0,4.35,3.0,2.0,4.784600000000005,13,102,132,165
Chung cư Ban cơ yếu Chính phủ,Lê Văn Lương,Nhân Chính,Thanh Xuân,124.0,4.46,3.0,2.0,4.530412499999996,13,71,95,76
GoldSeason,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,90.0,3.5,3.0,2.0,4.118730952380954,13,102,146,135
Trung Hòa Nhân Chính,Hoàng Đạo Thúy,Trung Hòa,Cầu Giấy,117.0,3.86,3.0,2.0,3.8995799999999985,2,113,50,437
Riverside Garden,Vũ Tông Phan,Khương Đình,Thanh Xuân,75.0,3.15,2.0,1.933083511777302,3.169033333333333,13,35,254,344
Việt Hưng,Không có,Đức Giang,Long Biên,75.0,1.6,2.0,2.0,1.7064333333333324,9,165,72,485
Việt Hưng,Không có,Đức Giang,Long Biên,75.0,1.55,2.0,2.0,1.7064333333333324,9,165,72,485
Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,53.0,2.8,1.0,1.0,2.7086261904761892,4,131,112,432
Vinhomes Smart City ,Không có,Tây Mỗ,Nam Từ Liêm,75.6,3.05,3.0,1.933083511777302,3.098133333333337,11,126,72,478
Việt Hưng,Không có,Đức Giang,Long Biên,75.0,1.5,2.0,1.0,1.6693666666666684,9,165,72,485
Thăng Long Number One,Không có,Trung Hòa,Cầu Giấy,117.0,4.45,3.0,2.0,4.521772177822179,2,113,72,429
Hateco Apollo,70,Phương Canh,Nam Từ Liêm,58.0,2.25,2.0,1.0,2.1108,11,84,5,167
HPC Landmark 105,Không có,Không có,Hà Đông,133.0,3.7,3.0,2.0,4.087380800865802,8,30,72,160
Sudico Mỹ Đình,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,105.0,4.0,3.0,1.933083511777302,4.235499999999998,11,58,173,368
310 Minh Khai,Tam Trinh,Minh Khai,Hai Bà Trưng,60.0,1.87,2.0,1.933083511777302,1.9906000000000017,4,55,184,12
Home City - Trung Kính Complex,Trung Kính,Yên Hòa,Cầu Giấy,100.0,5.45,3.0,2.0,5.449923809523809,2,145,201,176
Hyundai Hillstate,Tô Hiệu,Hà Cầu,Hà Đông,136.0,4.7,3.0,2.0,4.602942857142854,8,28,231,180
The Park Home,Thành Thái,Dịch Vọng,Cầu Giấy,171.0,10.05,4.0,2.0,9.228599999999988,2,18,190,410
KĐT Tây Hồ Tây - Starlake Hà Nội,Không có,Xuân La,Tây Hồ,96.0,7.2,2.0,1.933083511777302,6.290249999999998,16,141,72,231
KĐT Tây Hồ Tây - Starlake Hà Nội,Không có,Xuân La,Tây Hồ,113.0,10.7,3.0,1.933083511777302,10.492517857142865,16,141,72,231
KĐT Tây Hồ Tây - Starlake Hà Nội,Không có,Xuân La,Tây Hồ,113.0,10.8,2.0,1.933083511777302,10.144726190476185,16,141,72,231
Mipec City View,Không có,Không có,Hà Đông,45.0,1.3,2.0,1.0,1.3996999999999995,8,30,72,264
Vườn Đào,Lạc Long Quân,Phú Thượng,Tây Hồ,125.0,4.1,3.0,2.0,4.216400000000003,16,79,107,490
Bohemia Residence,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,85.5,4.15,2.0,1.933083511777302,4.071991666666663,13,102,132,47
Bamboo Airways Tower,Cầu Giấy,Dịch Vọng,Cầu Giấy,114.5,5.4,3.0,1.933083511777302,5.319716666666659,2,18,26,44
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,64.0,2.8,2.0,1.0,2.9573566666666706,11,56,283,472
Xuân Mai Sparks Tower,Tố Hữu,Dương Nội,Hà Đông,71.0,1.7,2.0,2.0,1.897096643356642,8,16,235,495
KĐT Tây Hồ Tây - Starlake Hà Nội,Không có,Xuân La,Tây Hồ,113.0,10.8,3.0,1.933083511777302,10.492517857142865,16,141,72,231
N01-T8 Ngoại Giao Đoàn,Không có,Xuân Tảo,Bắc Từ Liêm,121.0,7.6,3.0,2.0,6.812960000000009,1,143,72,283
Xuân Mai Complex,Không có,Không có,Hà Đông,52.0,1.42,2.0,1.0,1.7013,8,30,72,493
The Pride,Tố Hữu,La Khê,Hà Đông,94.1,2.6,3.0,2.0,2.594999999999997,8,42,235,413
Mandarin Garden,Hoàng Minh Giám,Trung Hòa,Cầu Giấy,127.7,6.5,2.0,1.933083511777302,6.561883333333335,2,113,46,260
PentStudio,Lạc Long Quân,Phú Thượng,Tây Hồ,76.0,6.9,1.0,2.0,5.010500000000007,16,79,107,335
Chelsea Park,Trung Kính,Yên Hòa,Cầu Giấy,100.0,4.2,2.0,2.0,4.1190333333333315,2,145,201,69
Khu Ngoại Giao Đoàn,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,130.0,4.6,3.0,1.933083511777302,5.1782000000000075,1,144,261,211
Ngõ 81,Trần Cung,Nghĩa Tân,Cầu Giấy,60.0,1.38,2.45452528837622,1.933083511777302,1.7503616666666653,2,62,207,318
Grand Sunlake,Trần Phú,Văn Quán,Hà Đông,91.0,3.999,2.0,2.0,3.677555166666666,8,135,214,145
Golden Land,Nguyễn Trãi,Thanh Xuân Trung,Thanh Xuân,108.0,3.7,3.0,2.0,4.51492,13,102,145,138
Xuân Mai Complex,Tố Hữu,Yên Nghĩa,Hà Đông,62.0,1.83,2.0,2.0,1.7104235533910543,8,146,235,493
Pháp Vân Tứ Hiệp,Pháp Vân,Hoàng Liệt,Hoàng Mai,124.0,2.99,3.0,2.0,3.649914285714289,7,26,167,337
Kim Văn Kim Lũ,Nguyễn Xiển,Đại Kim,Hoàng Mai,88.0,2.88,3.0,2.0,3.0203183333333317,7,159,151,222
Vinhomes Symphony Riverside,Không có,Việt Hưng,Long Biên,61.0,3.3,2.0,1.933083511777302,3.194833333333338,9,132,72,480
Eco Lake View,Đại Từ,Đại Kim,Hoàng Mai,78.0,2.0,2.45452528837622,1.933083511777302,2.3015000000000003,7,159,281,111
The Zei Mỹ Đình,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,100.0,5.2,3.0,2.0,5.516739285714287,11,59,98,421
King Palace,Nguyễn Trãi,Thượng Đình,Thanh Xuân,125.0,6.3,3.0,2.0,6.432833333333334,13,107,145,223
The Zei Mỹ Đình,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,104.0,5.6,3.0,2.0,5.734614285714287,11,59,98,421
Ecolife Tây Hồ,Không có,Xuân La,Tây Hồ,95.0,4.0,2.45452528837622,1.933083511777302,4.473500000000002,16,141,72,116
Oriental Westlake,Lạc Long Quân,Bưởi,Tây Hồ,80.0,4.1,2.0,1.933083511777302,3.811249999999996,16,5,107,325
Eco Lake View,Đại Từ,Đại Kim,Hoàng Mai,55.0,1.9,2.0,2.0,1.9954000000000025,7,159,281,111
Eco Lake View,Đại Từ,Đại Kim,Hoàng Mai,70.0,2.5,2.0,2.0,2.3257,7,159,281,111
ĐTM Dịch Vọng,Thành Thái,Dịch Vọng,Cầu Giấy,118.0,4.4,3.0,1.933083511777302,4.576819999999994,2,18,190,501
Tòa Tháp Thiên Niên Kỷ,Quang Trung,Yết Kiêu,Hà Đông,83.0,3.3,2.0,2.0,3.1342500000000046,8,148,179,450
The Park Home ,Không có,Không có,Cầu Giấy,82.0,4.5,2.0,2.0,3.279559166666664,2,30,72,411
Green Park Trần Thủ Độ,Trần Thủ Độ,Hoàng Liệt,Hoàng Mai,54.0,1.8,2.0,2.0,1.9351000000000007,7,26,219,151
Nhà ở xã hội Him Lam Thượng Thanh,Không có,Thượng Thanh,Long Biên,66.0,1.12,2.0,2.0,1.7545787878787862,9,106,72,322
Bea Sky,Không có,Đại Kim,Hoàng Mai,70.0,2.5,2.0,2.0,2.3897333333333335,7,159,72,45
101 Láng Hạ,Láng Hạ,Láng Hạ,Đống Đa,162.0,5.8,3.0,1.933083511777302,6.167000000000002,19,43,88,0
Không có,Nghiêm Xuân Yêm,Đại Kim,Hoàng Mai,68.0,1.95,2.0,2.0,2.1603666666666657,7,159,119,221
A10-A14 Nam Trung Yên,Không có,Yên Hòa,Cầu Giấy,56.0,2.05,2.0,1.933083511777302,2.0943000000000027,2,145,72,26
M3 - M4 Nguyễn Chí Thanh,Nguyễn Chí Thanh,Láng Hạ,Đống Đa,110.0,4.0,3.0,2.0,4.238,19,43,125,254
Hà Nội Center Point,Hoàng Đạo Thúy,Nhân Chính,Thanh Xuân,69.0,3.5,2.0,2.0,3.2519500000000003,13,71,50,182
The Garden Hills - 99 Trần Bình,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,68.0,2.6,2.0,2.0,2.7112462373737363,11,59,206,398
Sudico Mỹ Đình,Trần Văn Lai,Mỹ Đình 1,Nam Từ Liêm,110.0,4.05,3.0,1.933083511777302,4.083500000000006,11,58,221,368
Thanh Bình Garden,Nguyễn Cảnh Dị,Định Công,Hoàng Mai,60.0,2.5,2.0,1.0,2.3852916666666664,7,162,128,393
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,47.0,1.25,1.0,1.0,1.2187997537185031,3,17,72,475
Ecohome Phúc Lợi,Phúc Lợi,Phúc Lợi,Long Biên,72.0,1.98,2.0,2.0,2.1684499999999973,9,82,171,114
Vinhomes Ocean Park Gia Lâm,Không có,Dương Xá,Gia Lâm,80.0,2.29,3.0,2.0,2.303390881030735,3,17,72,475
HC Golden City,Không có,Bồ Đề,Long Biên,87.0,4.09,3.0,2.0,4.214836255411253,9,8,72,154
Times City - Park Hill,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,85.0,4.4,2.0,2.0,4.437659999999995,4,131,112,433
D22 Bộ Tư Lệnh Biên Phòng,Trần Bình,Mai Dịch,Cầu Giấy,75.0,2.25,2.0,2.0,2.3396916666666656,2,53,206,94
The Golden Armor,Nam Cao,Giảng Võ,Ba Đình,75.0,5.7,2.0,2.0,5.52965,0,21,117,401
Vinhomes Symphony Riverside,Không có,Việt Hưng,Long Biên,68.0,2.6,2.0,1.933083511777302,2.862559523809523,9,132,72,480
Golden Land,Nguyễn Trãi,Thanh Xuân Trung,Thanh Xuân,94.0,3.8,2.0,1.933083511777302,3.749633333333338,13,102,145,138
Royal City,Nguyễn Trãi,Thượng Đình,Thanh Xuân,200.0,9.5,4.0,3.0,9.659,13,107,145,348
Mandarin Garden,Hoàng Minh Giám,Trung Hòa,Cầu Giấy,114.0,6.28,3.0,2.0,6.165263095238094,2,113,46,260
137,Nguyễn Ngọc Vũ,Trung Hòa,Cầu Giấy,77.0,2.95,2.0,2.0,2.952809999999997,2,113,138,2
Royal City,Nguyễn Trãi,Thượng Đình,Thanh Xuân,190.0,8.9,2.45452528837622,1.933083511777302,8.517333333333323,13,107,145,348
The Matrix One,Lê Quang Đạo,Mễ Trì,Nam Từ Liêm,110.0,6.3,3.0,1.933083511777302,6.159908333333335,11,56,91,406
An Lạc Green Symphony,Không có,Vân Canh,Hoài Đức,67.0,2.5,2.0,2.0,2.4975,5,133,72,30
Vinhomes Nguyễn Chí Thanh,Nguyễn Chí Thanh,Láng Hạ,Đống Đa,86.0,5.5,2.0,2.0,5.378500000000002,19,43,125,474
The Tonkin - Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,66.0,3.0,2.45452528837622,1.933083511777302,2.9957357142857135,11,126,72,418
Masteri West Heights,Không có,Tây Mỗ,Nam Từ Liêm,59.0,2.78,2.0,2.0,2.824199999999998,11,126,72,263
Không có,Trần Thái Tông,Dịch Vọng,Cầu Giấy,110.0,4.25,3.0,2.0,4.969075000000002,2,18,218,221
KĐT Văn Quán,Không có,Phúc La,Hà Đông,91.0,3.0,2.45452528837622,1.933083511777302,3.1088189999999996,8,81,72,233
Sky City Towers-88 Láng Hạ,Láng Hạ,Láng Hạ,Đống Đa,139.0,6.81,3.0,3.0,7.422978571428561,19,43,88,357
Sông Đà Hà Đông Tower,Trần Phú,Văn Quán,Hà Đông,130.0,3.65,3.0,2.0,4.0620499999999975,8,135,214,380
The Matrix One,Lê Quang Đạo,Mễ Trì,Nam Từ Liêm,114.0,6.8,3.0,1.933083511777302,6.37886666666667,11,56,91,406
D’. Le Roi Soleil ,Xuân Diệu,Quảng An,Tây Hồ,146.0,11.5,3.0,2.0,10.220950793650792,16,94,258,106
107,Nguyễn Chí Thanh,Láng Hạ,Đống Đa,105.0,3.9,2.0,2.0,4.579199999999995,19,43,125,1
D’. Le Roi Soleil ,Xuân Diệu,Quảng An,Tây Hồ,146.0,9.5,3.0,2.0,10.220950793650792,16,94,258,106
Ecolife Capitol,Tố Hữu,Trung Văn,Nam Từ Liêm,103.0,4.0,3.0,2.0,3.846066666666667,11,117,235,115
CT36 - Dream Home,Nguyễn Cảnh Dị,Định Công,Hoàng Mai,105.0,3.6,3.0,2.0,3.5164869047619067,7,162,128,63
Mỹ Đình II,Nguyễn Cơ Thạch,Mỹ Đình 2,Nam Từ Liêm,111.0,3.8,3.0,2.0,3.7910932539682536,11,59,127,274
Vinhomes Gardenia,Hàm Nghi,Cầu Diễn,Nam Từ Liêm,120.0,6.2,3.0,2.0,5.9873,11,12,54,471
ĐTM Dịch Vọng,Không có,Dịch Vọng,Cầu Giấy,92.0,3.7,2.0,2.0,3.901074999999996,2,18,72,501
The Matrix One,Lê Quang Đạo,Mễ Trì,Nam Từ Liêm,112.0,5.5,3.0,1.933083511777302,6.132495238095243,11,56,91,406
Tây Hồ Residence,Võ Chí Công,Xuân La,Tây Hồ,70.0,2.95,2.0,2.0,3.725291666666664,16,141,240,446
Chung cư Viện 103,Yên Xá,Tân Triều,Thanh Trì,80.0,2.24,2.0,2.0,2.283286666666669,12,125,267,84
Chung cư 789 Xuân Đỉnh,Không có,Xuân Đỉnh,Bắc Từ Liêm,75.0,3.1,2.0,2.0,3.124400000000001,1,144,72,75
GoldSeason,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,105.0,5.4,3.0,2.0,5.52035119047619,13,102,146,135
Không có,Trần Quý Kiên,Dịch Vọng,Cầu Giấy,60.0,2.2,2.0,1.0,2.1333499999999987,2,18,216,221
GoldSeason,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,80.0,4.0,2.45452528837622,1.933083511777302,3.9935833333333335,13,102,146,135
89 Phùng Hưng,Phùng Hưng,Phúc La,Hà Đông,96.0,2.55,3.0,2.0,2.8365750000000047,8,81,169,22
Vườn Đào,Lạc Long Quân,Phú Thượng,Tây Hồ,126.0,4.2,3.0,2.0,4.2342499999999985,16,79,107,490
Không có,Trần Quý Kiên,Dịch Vọng,Cầu Giấy,80.0,2.55,2.0,2.0,2.615150000000002,2,18,216,221
Đặng Xá 1,Không có,Đặng Xá,Gia Lâm,60.0,1.1,2.0,1.0,1.281954999999999,3,161,72,505
Ngô Thì Nhậm,Ngô Thì Nhậm,Hà Cầu,Hà Đông,81.0,2.5,2.0,2.0,2.4670666666666676,8,28,155,308
Newtatco Vĩnh Phúc,Vĩnh Phúc,Vĩnh Phúc,Ba Đình,70.0,3.1,2.0,2.0,3.1509600000000018,0,130,248,305
B.I.G Tower,Phạm Hùng,Mỹ Đình 2,Nam Từ Liêm,105.0,5.3,3.0,3.0,5.185301666666671,11,59,173,37
Phú Thịnh Green Park,Tô Hiệu,Hà Cầu,Hà Đông,83.1,2.9,2.0,2.0,2.655941666666669,8,28,231,338
Ngõ 77,Xuân La,Xuân La,Tây Hồ,35.0,0.8,1.0,1.0,1.1595299999999988,16,141,259,317
Ngô Thì Nhậm,Ngô Thì Nhậm,Hà Cầu,Hà Đông,81.0,2.6,2.0,2.0,2.4670666666666676,8,28,155,308
The Tonkin - Vinhomes Smart City,Không có,Tây Mỗ,Nam Từ Liêm,71.0,3.1,2.0,2.0,3.128233333333333,11,126,72,418
Sudico Mỹ Đình,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,90.0,2.9,2.0,2.0,3.1459699999999993,11,58,173,368
Masteri West Heights,Không có,Tây Mỗ,Nam Từ Liêm,45.9,3.227,1.0,1.0,2.748760000000002,11,126,72,263
HPC Landmark 105,Không có,La Khê,Hà Đông,112.0,3.3,3.0,2.0,3.3635000000000037,8,42,72,160
An Bình City,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,85.0,3.6,3.0,2.0,3.5389400000000024,1,14,176,28
D’. Le Roi Soleil ,Xuân Diệu,Quảng An,Tây Hồ,88.0,5.4,2.0,2.0,5.60893333333334,16,94,258,106
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,100.0,6.9,3.0,2.0,6.56071428571428,2,113,208,470
The Terra An Hưng,Không có,Dương Nội,Hà Đông,140.0,5.5,4.0,3.0,5.273083333333335,8,16,72,417
Vinhomes Gardenia,Hàm Nghi,Cầu Diễn,Nam Từ Liêm,79.0,3.2,2.0,2.0,3.3108749999999945,11,12,54,471
D’. Le Roi Soleil ,Xuân Diệu,Quảng An,Tây Hồ,111.0,6.8,2.45452528837622,1.933083511777302,6.818149999999998,16,94,258,106
Hoàng Thành Pearl,Nguyễn Văn Giáp,Cầu Diễn,Nam Từ Liêm,79.08,3.915,2.0,2.0,3.6150028571428563,11,12,148,179
Nhà ở cho CBCS Bộ Công an,Phạm Văn Đồng,Cổ Nhuế 2,Bắc Từ Liêm,70.0,2.45,2.0,2.0,2.6283811111111106,1,15,176,320
D’. Le Roi Soleil ,Xuân Diệu,Quảng An,Tây Hồ,111.0,7.9,3.0,3.0,7.293764285714283,16,94,258,106
Thống Nhất Complex,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,88.0,4.5,3.0,2.0,4.372199999999998,13,102,146,431
D’. Le Roi Soleil ,Xuân Diệu,Quảng An,Tây Hồ,146.0,9.7,2.45452528837622,1.933083511777302,9.641883333333345,16,94,258,106
Mon City - Hải Đăng City,Hàm Nghi,Mỹ Đình 2,Nam Từ Liêm,67.0,2.7,2.0,1.933083511777302,2.7426528571428532,11,59,54,268
Mon City - Hải Đăng City,Hàm Nghi,Mỹ Đình 2,Nam Từ Liêm,61.5,2.45,3.0,1.933083511777302,2.5593099999999973,11,59,54,268
Vinhomes Symphony Riverside,Không có,Việt Hưng,Long Biên,68.0,3.0,2.45452528837622,1.933083511777302,2.9775000000000005,9,132,72,480
Thăng Long Number One,Không có,Trung Hòa,Cầu Giấy,130.0,5.5,4.0,3.0,5.762474999999999,2,113,72,429
FLC Complex Phạm Hùng,Phạm Hùng,Mỹ Đình 2,Nam Từ Liêm,131.0,4.85,3.0,2.0,4.466446973304475,11,59,173,121
Grand Sunlake,Trần Phú,Văn Quán,Hà Đông,99.4,4.1,2.45452528837622,1.933083511777302,3.842093000000003,8,135,214,145
Mipec Rubik 360,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,73.5,3.31,2.0,2.0,3.5037666666666665,2,19,260,266
ĐTM Dịch Vọng,Thành Thái,Dịch Vọng,Cầu Giấy,175.0,6.3,3.0,1.933083511777302,6.474499999999999,2,18,190,501
Không có,Vĩnh Phúc,Vĩnh Phúc,Ba Đình,50.0,1.75,1.0,1.933083511777302,1.5291500000000002,0,130,248,221
Không có,Đặng Dung,Quán Thánh,Ba Đình,80.0,2.2,2.45452528837622,1.933083511777302,2.9395333333333284,0,91,284,221
KĐT Trung Văn - Vinaconex 3,Tố Hữu,Trung Văn,Nam Từ Liêm,79.0,2.6,2.0,2.0,2.844899999999999,11,117,235,230
Times City - Park Hill,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,66.0,3.5,2.0,2.0,3.3291633333333355,4,131,112,433
Green Diamond 93 Láng Hạ,Láng Hạ,Láng Hạ,Đống Đa,144.66,11.0,4.0,2.0,9.686200000000003,19,43,88,147
Park Hill Premium - Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,130.0,9.0,4.0,3.0,8.6646,4,131,112,330
Khu đô thị Nam Thăng Long - Ciputra,Không có,Không có,Tây Hồ,154.0,8.4,3.0,2.0,5.8656000000000015,16,30,72,218
Park Hill Premium - Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,76.0,4.4,2.0,2.0,4.312899999999994,4,131,112,330
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,129.0,4.8,3.0,1.933083511777302,4.891700000000005,1,76,64,144
Vinhomes Gardenia,Hàm Nghi,Cầu Diễn,Nam Từ Liêm,92.0,4.8,3.0,2.0,4.781800000000007,11,12,54,471
Xuân Mai Complex,Tố Hữu,Yên Nghĩa,Hà Đông,62.49,1.7,2.0,2.0,1.7047985714285705,8,146,235,493
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,113.0,4.35,3.0,1.933083511777302,4.390583333333339,1,76,64,144
Không có,Vĩnh Phúc,Vĩnh Phúc,Ba Đình,70.0,2.1,3.0,1.0,2.396499999999997,0,130,248,221
Vinhomes Skylake,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,102.0,8.5,3.0,1.933083511777302,6.130500000000007,11,58,173,476
